NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.200	0.760	0.410	0.710	0.230	0.450	NaN	0.190	-0.070	-0.400	0.470	0.330	-0.080	0.270	-0.080	-0.080	-0.110	-0.160	0.090	0.300	0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.200	0.020	0.100	-0.910	0.240	0.060	NaN	0.320	0.140	0.280	0.390	-0.160	0.030	0.170	0.250	0.370	0.020	0.100	-0.220	-0.080	0.380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.130	0.500	0.340	1.620	0.520	-1.090	2.390	-1.980	-0.020	1.420	2.080	0.060	-1.650	0.150	2.080	0.140	-0.110	-0.260	0.060	0.140	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.240	-0.300	0.420	-0.560	0.140	-1.720	1.620	-1.650	-0.270	1.540	1.310	-0.020	-0.020	0.300	0.280	0.280	0.260	0.230	-0.050	0.050	-1.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	0.520	0.340	0.380	-0.040	1.280	-1.030	0.970	-0.460	-0.610	-0.320	-0.010	0.860	0.250	-0.570	0.280	0.020	-0.550	0.120	0.120	0.100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.100	-0.220	0.940	-0.330	0.260	0.630	-1.870	0.670	-0.020	0.120	-1.480	-0.230	0.080	0.240	0.270	0.360	0.270	0.330	-0.060	0.060	1.250	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.110	0.560	-0.040	1.870	-0.210	1.260	0.760	1.030	1.640	-0.970	-0.960	-1.170	1.510	0.380	0.980	0.290	-0.140	-0.270	-0.450	0.050	0.150	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.070	-0.060	-0.300	-0.050	-1.010	0.690	0.560	1.070	0.720	-0.690	-0.920	0.810	-1.110	0.550	0.340	0.710	0.400	0.210	0.030	0.010	0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.310	0.590	0.390	-0.310	NaN	1.010	NaN	0.230	0.480	0.620	-0.250	0.110	0.180	0.040	0.070	-0.110	-0.100	-0.210	0.190	0.050	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.780	-0.440	-0.110	-0.430	NaN	0.310	NaN	1.020	-0.690	-0.820	-0.070	0.010	0.320	0.510	0.900	0.050	0.520	0.170	0.160	-0.020	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.600	0.610	0.020	-0.080	0.730	1.020	1.100	-0.030	0.250	NaN	0.080	-0.220	0.100	0.150	0.170	-0.130	0.270	0.810	-0.490	0.030	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.660	0.300	1.000	-0.010	-0.690	0.780	-0.810	0.500	-0.780	NaN	0.290	0.200	-0.020	0.960	-0.300	-0.100	0.380	-0.320	0.010	0.050	-0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.070	0.690	0.110	-0.290	NaN	-0.140	-0.140	0.710	0.820	1.250	0.050	0.420	0.130	0.000	0.190	-0.010	-0.100	NaN	0.700	0.040	-0.050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.200	-0.490	-0.210	0.690	NaN	-0.730	-1.020	-0.400	-0.140	-0.370	-0.780	0.210	0.910	0.730	-0.390	-0.140	0.400	NaN	-0.020	-0.050	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.340	0.840	-0.240	0.260	0.130	-0.380	0.520	0.720	0.020	1.010	NaN	0.520	0.110	0.030	0.060	-0.090	-0.010	0.430	0.460	0.290	-0.230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.530	-0.360	0.230	-0.350	0.290	0.070	-0.830	-0.460	0.080	-0.700	NaN	0.660	1.030	-0.500	-0.450	0.260	0.540	-0.680	0.930	-0.310	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.170	0.550	-0.440	0.170	-0.270	-0.090	0.350	0.520	-0.110	NaN	0.070	0.310	0.460	-0.090	-0.100	-0.080	-0.060	0.000	0.760	0.470	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.280	-0.490	0.390	-0.100	0.490	0.430	0.030	-0.450	0.030	NaN	-0.580	0.470	-0.200	0.070	1.160	-0.120	0.740	-0.100	0.070	0.050	0.660	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.420	0.880	-0.220	0.400	0.250	0.130	0.380	0.960	0.120	NaN	0.690	-0.170	0.300	-0.070	-0.070	0.010	0.200	0.450	0.090	-0.350	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.560	-0.250	-0.910	-0.110	0.030	-0.350	-0.530	-1.010	0.200	NaN	-0.740	0.120	-0.390	0.860	0.090	0.460	-0.110	0.000	-0.240	-0.090	0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
